	-log10(fdr_BH)	log2(fold_change)	Gene	fold_change
sp|Q13308|PTK7_HUMAN Inactive tyrosine-protein kinase 7 OS=Homo sapiens OX=9606 GN=PTK7 PE=1 SV=2	0.7255117257567847	0.14577415734367782	PTK7	1.1063241531187002
sp|Q13309|SKP2_HUMAN S-phase kinase-associated protein 2 OS=Homo sapiens OX=9606 GN=SKP2 PE=1 SV=2	0.5038422909939618	0.13112798536376524	SKP2	1.0951496201575086
sp|Q13310|PABP4_HUMAN Polyadenylate-binding protein 4 OS=Homo sapiens OX=9606 GN=PABPC4 PE=1 SV=1	0.6953953770957	-0.1315845237242773	PABPC4	0.9128283326649835
sp|Q13325|IFIT5_HUMAN Interferon-induced protein with tetratricopeptide repeats 5 OS=Homo sapiens OX=9606 GN=IFIT5 PE=1 SV=1	9.975519090717821	1.3767678738910099	IFIT5	2.5968593435173943
sp|Q13330|MTA1_HUMAN Metastasis-associated protein MTA1 OS=Homo sapiens OX=9606 GN=MTA1 PE=1 SV=2	0.38474392587727696	-0.10672483278169992	MTA1	0.9286939664988396
sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens OX=9606 GN=EIF3I PE=1 SV=1	0.3856300712604285	-0.08515409418827558	EIF3I	0.9426838425247
sp|Q13356|PPIL2_HUMAN RING-type E3 ubiquitin-protein ligase PPIL2 OS=Homo sapiens OX=9606 GN=PPIL2 PE=1 SV=1	0.7118700333609596	-0.2201407814530777	PPIL2	0.8584816597634868
sp|Q13362|2A5G_HUMAN Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform OS=Homo sapiens OX=9606 GN=PPP2R5C PE=1 SV=3	0.8794228447556582	-0.24808779985483165	PPP2R5C	0.8420117087137428
sp|Q13363|CTBP1_HUMAN C-terminal-binding protein 1 OS=Homo sapiens OX=9606 GN=CTBP1 PE=1 SV=2	0.5938724254217926	-0.2685460068840694	CTBP1	0.8301557812727409
sp|Q13404|UB2V1_HUMAN Ubiquitin-conjugating enzyme E2 variant 1 OS=Homo sapiens OX=9606 GN=UBE2V1 PE=1 SV=2	0.1577887188940415	0.07564787250963156	UBE2V1	1.053834176081013
sp|Q13405|RM49_HUMAN 39S ribosomal protein L49, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL49 PE=1 SV=1	0.08508576930733086	-0.05048426013636209	MRPL49	0.9656121537193092
sp|Q13409|DC1I2_HUMAN Cytoplasmic dynein 1 intermediate chain 2 OS=Homo sapiens OX=9606 GN=DYNC1I2 PE=1 SV=3	0.5984958279979464	-0.13388106322677823	DYNC1I2	0.911376412039525
sp|Q13418|ILK_HUMAN Integrin-linked protein kinase OS=Homo sapiens OX=9606 GN=ILK PE=1 SV=2	0.07903995352969977	-0.029988761842898892	ILK	0.9794279270039074
sp|Q13423|NNTM_HUMAN NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens OX=9606 GN=NNT PE=1 SV=3	0.291586847702899	-0.05480441621614879	NNT	0.9627249492865777
sp|Q13425|SNTB2_HUMAN Beta-2-syntrophin OS=Homo sapiens OX=9606 GN=SNTB2 PE=1 SV=1	0.04636969231503339	0.040758284451481996	SNTB2	1.0286543481270405
sp|Q13427|PPIG_HUMAN Peptidyl-prolyl cis-trans isomerase G OS=Homo sapiens OX=9606 GN=PPIG PE=1 SV=2	0.6002159081081334	-0.3102907306779693	PPIG	0.8064792218384135
sp|Q13428|TCOF_HUMAN Treacle protein OS=Homo sapiens OX=9606 GN=TCOF1 PE=1 SV=3	0.047868204287677796	0.01508295476233501	TCOF1	1.0105095489735225
sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2	0.38274874212356297	0.04813558273696272	SF3B2	1.0339278989770893
sp|Q13438|OS9_HUMAN Protein OS-9 OS=Homo sapiens OX=9606 GN=OS9 PE=1 SV=1	6.101050322294561	2.2381834098353446	OS9	4.718026133630774
sp|Q13439|GOGA4_HUMAN Golgin subfamily A member 4 OS=Homo sapiens OX=9606 GN=GOLGA4 PE=1 SV=1	0.5690771867884579	-0.2846140489606819	GOLGA4	0.820961203695419
sp|Q13442|HAP28_HUMAN 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1	0.1038601086193573	-0.07176122134829432	PDAP1	0.9514757408603324
sp|Q13443|ADAM9_HUMAN Disintegrin and metalloproteinase domain-containing protein 9 OS=Homo sapiens OX=9606 GN=ADAM9 PE=1 SV=1	0.03393466990785613	-0.047878714101279196	ADAM9	0.9673576509653756
sp|Q13445|TMED1_HUMAN Transmembrane emp24 domain-containing protein 1 OS=Homo sapiens OX=9606 GN=TMED1 PE=1 SV=1	0.8883884856458606	0.33126864443512066	TMED1	1.2581192245730815
sp|Q13451|FKBP5_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP5 OS=Homo sapiens OX=9606 GN=FKBP5 PE=1 SV=2	0.37006008883772823	-0.20637305502490777	FKBP5	0.8667134180133294
sp|Q13454|TUSC3_HUMAN Tumor suppressor candidate 3 OS=Homo sapiens OX=9606 GN=TUSC3 PE=1 SV=1	0.9008721441779128	-0.15002211557547596	TUSC3	0.9012366471340353
sp|Q13464|ROCK1_HUMAN Rho-associated protein kinase 1 OS=Homo sapiens OX=9606 GN=ROCK1 PE=1 SV=1	1.331633896568547	-0.5134406346767462	ROCK1	0.7005497266831336
sp|Q13472|TOP3A_HUMAN DNA topoisomerase 3-alpha OS=Homo sapiens OX=9606 GN=TOP3A PE=1 SV=1	0.4489155510475271	0.12649193100134948	TOP3A	1.0916360402985001
sp|Q13485|SMAD4_HUMAN Mothers against decapentaplegic homolog 4 OS=Homo sapiens OX=9606 GN=SMAD4 PE=1 SV=1	0.764600257978915	0.22176731011632822	SMAD4	1.166161266408321
sp|Q13492|PICAL_HUMAN Phosphatidylinositol-binding clathrin assembly protein OS=Homo sapiens OX=9606 GN=PICALM PE=1 SV=2	0.5002227830217164	-0.16133214857484018	PICALM	0.8941990085687541
sp|Q13501|SQSTM_HUMAN Sequestosome-1 OS=Homo sapiens OX=9606 GN=SQSTM1 PE=1 SV=1	0.7263082453990537	0.3287521057622484	SQSTM1	1.2559265602679337
sp|Q13505|MTX1_HUMAN Metaxin-1 OS=Homo sapiens OX=9606 GN=MTX1 PE=1 SV=3	0.3524503780542356	0.20518450596465332	MTX1	1.15283377303972
sp|Q13509|TBB3_HUMAN Tubulin beta-3 chain OS=Homo sapiens OX=9606 GN=TUBB3 PE=1 SV=2	0.3965982614008055	-0.07948092729138878	TUBB3	0.9463980936283142
sp|Q13510|ASAH1_HUMAN Acid ceramidase OS=Homo sapiens OX=9606 GN=ASAH1 PE=1 SV=5	0.14358411572258686	-0.08762412627224331	ASAH1	0.9410712583440433
sp|Q13523|PRP4B_HUMAN Serine/threonine-protein kinase PRP4 homolog OS=Homo sapiens OX=9606 GN=PRPF4B PE=1 SV=3	2.3639101834382554	-0.23252716458797243	PRPF4B	0.8511426411453583
sp|Q13526|PIN1_HUMAN Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 OS=Homo sapiens OX=9606 GN=PIN1 PE=1 SV=1	0.0284724791458089	-0.025259130052162626	PIN1	0.9826440848156967
sp|Q13541|4EBP1_HUMAN Eukaryotic translation initiation factor 4E-binding protein 1 OS=Homo sapiens OX=9606 GN=EIF4EBP1 PE=1 SV=3	0.03655513329004505	-0.007424473707647969	EIF4EBP1	0.9948669662561654
sp|Q13546|RIPK1_HUMAN Receptor-interacting serine/threonine-protein kinase 1 OS=Homo sapiens OX=9606 GN=RIPK1 PE=1 SV=3	0.2592010443453995	0.15173966592656907	RIPK1	1.1109082473639562
sp|Q13547|HDAC1_HUMAN Histone deacetylase 1 OS=Homo sapiens OX=9606 GN=HDAC1 PE=1 SV=1	1.2116080643354896	-0.249507968414175	HDAC1	0.8411832521439632
sp|Q13557|KCC2D_HUMAN Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Homo sapiens OX=9606 GN=CAMK2D PE=1 SV=3	0.32865685868485256	-0.12063020949290898	CAMK2D	0.9197857747370194
sp|Q13561|DCTN2_HUMAN Dynactin subunit 2 OS=Homo sapiens OX=9606 GN=DCTN2 PE=1 SV=4	1.1175293084925968	-0.15454891748419264	DCTN2	0.8984132327614507
sp|Q13564|ULA1_HUMAN NEDD8-activating enzyme E1 regulatory subunit OS=Homo sapiens OX=9606 GN=NAE1 PE=1 SV=1	0.1250726849914806	-0.11849375491873643	NAE1	0.9211488738052186
sp|Q13573|SNW1_HUMAN SNW domain-containing protein 1 OS=Homo sapiens OX=9606 GN=SNW1 PE=1 SV=1	0.219678290070402	0.05818859068650317	SNW1	1.0411576900701016
sp|Q13576|IQGA2_HUMAN Ras GTPase-activating-like protein IQGAP2 OS=Homo sapiens OX=9606 GN=IQGAP2 PE=1 SV=4	0.15755961018565776	-0.11836842833681782	IQGAP2	0.9212288972689313
sp|Q13586|STIM1_HUMAN Stromal interaction molecule 1 OS=Homo sapiens OX=9606 GN=STIM1 PE=1 SV=3	0.7154661252407852	0.4526519188354482	STIM1	1.368553580310774
sp|Q13595|TRA2A_HUMAN Transformer-2 protein homolog alpha OS=Homo sapiens OX=9606 GN=TRA2A PE=1 SV=1	0.023525393700815123	0.011772611701059532	TRA2A	1.0081935374002604
sp|Q13596|SNX1_HUMAN Sorting nexin-1 OS=Homo sapiens OX=9606 GN=SNX1 PE=1 SV=3	0.1235870112273849	-0.046361959643509365	SNX1	0.9683752018267417
sp|Q13601|KRR1_HUMAN KRR1 small subunit processome component homolog OS=Homo sapiens OX=9606 GN=KRR1 PE=1 SV=4	0.039515953857602454	0.029338245222041426	KRR1	1.0205439015179127
sp|Q13610|PWP1_HUMAN Periodic tryptophan protein 1 homolog OS=Homo sapiens OX=9606 GN=PWP1 PE=1 SV=1	0.4027467817461354	0.19157382567570433	PWP1	1.1420088458547757
sp|Q13616|CUL1_HUMAN Cullin-1 OS=Homo sapiens OX=9606 GN=CUL1 PE=1 SV=2	0.02904533941326074	-0.036666783610384446	CUL1	0.9749047766972277
sp|Q13617|CUL2_HUMAN Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2	0.7741341287308485	-0.3022570746712029	CUL2	0.8109826332325101
sp|Q13618|CUL3_HUMAN Cullin-3 OS=Homo sapiens OX=9606 GN=CUL3 PE=1 SV=2	0.7255117257567847	-0.38493990345921797	CUL3	0.7658108983084284
sp|Q13619|CUL4A_HUMAN Cullin-4A OS=Homo sapiens OX=9606 GN=CUL4A PE=1 SV=3	1.205211791787714	0.23064879390502196	CUL4A	1.1733625030593435
sp|Q13620|CUL4B_HUMAN Cullin-4B OS=Homo sapiens OX=9606 GN=CUL4B PE=1 SV=4	0.18772622659953356	-0.08785353111060357	CUL4B	0.9409216292606161
sp|Q13625|ASPP2_HUMAN Apoptosis-stimulating of p53 protein 2 OS=Homo sapiens OX=9606 GN=TP53BP2 PE=1 SV=2	0.2547232105247617	-0.19650931249903159	TP53BP2	0.872659463066874
sp|Q13630|FCL_HUMAN GDP-L-fucose synthase OS=Homo sapiens OX=9606 GN=TSTA3 PE=1 SV=1	0.022479321107065995	0.022855296631106303	TSTA3	1.0159682355252098
sp|Q13636|RAB31_HUMAN Ras-related protein Rab-31 OS=Homo sapiens OX=9606 GN=RAB31 PE=1 SV=1	0.01760765968002284	-0.020782531904551885	RAB31	0.9856979072785262
sp|Q13637|RAB32_HUMAN Ras-related protein Rab-32 OS=Homo sapiens OX=9606 GN=RAB32 PE=1 SV=3	0.1741967963625351	0.07106659907437762	RAB32	1.050493036760161
sp|Q13641|TPBG_HUMAN Trophoblast glycoprotein OS=Homo sapiens OX=9606 GN=TPBG PE=1 SV=1	0.029623607797317687	-0.03278210417401051	TPBG	0.9775333959211094
sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens OX=9606 GN=FHL1 PE=1 SV=4	0.5957632248857685	-0.16566582933698573	FHL1	0.8915169735717269
sp|Q13643|FHL3_HUMAN Four and a half LIM domains protein 3 OS=Homo sapiens OX=9606 GN=FHL3 PE=1 SV=4	0.9557780539602648	0.26218913582520437	FHL3	1.199297130096704
sp|Q13685|AAMP_HUMAN Angio-associated migratory cell protein OS=Homo sapiens OX=9606 GN=AAMP PE=1 SV=2	0.181228390576478	0.10146650417326197	AAMP	1.072863477634057
sp|Q13724|MOGS_HUMAN Mannosyl-oligosaccharide glucosidase OS=Homo sapiens OX=9606 GN=MOGS PE=1 SV=5	0.5852836240609288	0.10021977383709796	MOGS	1.0719367442429277
sp|Q13740|CD166_HUMAN CD166 antigen OS=Homo sapiens OX=9606 GN=ALCAM PE=1 SV=2	0.018784357786060836	-0.007271580637732589	ALCAM	0.9949724052579094
sp|Q13769|THOC5_HUMAN THO complex subunit 5 homolog OS=Homo sapiens OX=9606 GN=THOC5 PE=1 SV=2	1.470797281822258	-0.33880517556512335	THOC5	0.7906958865545988
sp|Q13813|SPTN1_HUMAN Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens OX=9606 GN=SPTAN1 PE=1 SV=3	0.0016148878661718556	-0.00033608364244197553	SPTAN1	0.9997670717028181
sp|Q13823|NOG2_HUMAN Nucleolar GTP-binding protein 2 OS=Homo sapiens OX=9606 GN=GNL2 PE=1 SV=1	0.5002227830217164	0.19557984060526706	GNL2	1.145184334742367
sp|Q13838|DX39B_HUMAN Spliceosome RNA helicase DDX39B OS=Homo sapiens OX=9606 GN=DDX39B PE=1 SV=1	0.34392514494470233	-0.060145866980413576	DDX39B	0.9591671356363618
sp|Q13867|BLMH_HUMAN Bleomycin hydrolase OS=Homo sapiens OX=9606 GN=BLMH PE=1 SV=1	0.21607535089331734	-0.1573756348573887	BLMH	0.8966546670731306
sp|Q13868|EXOS2_HUMAN Exosome complex component RRP4 OS=Homo sapiens OX=9606 GN=EXOSC2 PE=1 SV=2	0.4412370294116701	0.2646078419831389	EXOSC2	1.2013094613312676
sp|Q13885|TBB2A_HUMAN Tubulin beta-2A chain OS=Homo sapiens OX=9606 GN=TUBB2A PE=1 SV=1	0.3260787663720499	-0.04799362266795715	TUBB2A	0.9672806054004222
sp|Q13889|TF2H3_HUMAN General transcription factor IIH subunit 3 OS=Homo sapiens OX=9606 GN=GTF2H3 PE=1 SV=2	0.5819899438659422	0.18700917190284017	GTF2H3	1.1384012664135548
sp|Q13895|BYST_HUMAN Bystin OS=Homo sapiens OX=9606 GN=BYSL PE=1 SV=3	0.027820382767308364	0.016447960258854644	BYSL	1.011466094738003
sp|Q13907|IDI1_HUMAN Isopentenyl-diphosphate Delta-isomerase 1 OS=Homo sapiens OX=9606 GN=IDI1 PE=1 SV=2	1.5009661073471243	-0.6134382805535825	IDI1	0.6536370737813877
sp|Q13951|PEBB_HUMAN Core-binding factor subunit beta OS=Homo sapiens OX=9606 GN=CBFB PE=1 SV=2	0.40789456850425343	0.22443697506582186	CBFB	1.1683212115427928
sp|Q13952|NFYC_HUMAN Nuclear transcription factor Y subunit gamma OS=Homo sapiens OX=9606 GN=NFYC PE=1 SV=3	0.04723604462180367	-0.031477408327955425	NFYC	0.9784178244337314
sp|Q14004|CDK13_HUMAN Cyclin-dependent kinase 13 OS=Homo sapiens OX=9606 GN=CDK13 PE=1 SV=2	0.6232169891322313	0.21400454679826098	CDK13	1.1599033100514042
sp|Q14008|CKAP5_HUMAN Cytoskeleton-associated protein 5 OS=Homo sapiens OX=9606 GN=CKAP5 PE=1 SV=3	0.2358955921104516	-0.07846721643271651	CKAP5	0.9470633147099489
sp|Q14011|CIRBP_HUMAN Cold-inducible RNA-binding protein OS=Homo sapiens OX=9606 GN=CIRBP PE=1 SV=1	1.3529473948382205	0.22093912613378752	CIRBP	1.165492019687211
sp|Q14019|COTL1_HUMAN Coactosin-like protein OS=Homo sapiens OX=9606 GN=COTL1 PE=1 SV=3	1.0232904314319606	-0.14392974216033583	COTL1	0.9050505368870586
sp|Q14061|COX17_HUMAN Cytochrome c oxidase copper chaperone OS=Homo sapiens OX=9606 GN=COX17 PE=1 SV=2	0.4164287679008793	0.11015298907328641	COX17	1.079342688192318
sp|Q14103|HNRPD_HUMAN Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens OX=9606 GN=HNRNPD PE=1 SV=1	1.0901199704621736	0.13613245885229674	HNRNPD	1.0989551118382745
sp|Q14108|SCRB2_HUMAN Lysosome membrane protein 2 OS=Homo sapiens OX=9606 GN=SCARB2 PE=1 SV=2	0.36368464081686935	0.16737734319024544	SCARB2	1.1230151131724935
sp|Q14118|DAG1_HUMAN Dystroglycan OS=Homo sapiens OX=9606 GN=DAG1 PE=1 SV=2	0.2647352034244895	-0.10861608300355624	DAG1	0.9274773255021024
sp|Q14126|DSG2_HUMAN Desmoglein-2 OS=Homo sapiens OX=9606 GN=DSG2 PE=1 SV=2	0.16637850566781925	-0.02671972941193701	DSG2	0.9816497492180737
sp|Q14137|BOP1_HUMAN Ribosome biogenesis protein BOP1 OS=Homo sapiens OX=9606 GN=BOP1 PE=1 SV=2	0.6567786503621413	0.08517773140489293	BOP1	1.0608184198066086
sp|Q14139|UBE4A_HUMAN Ubiquitin conjugation factor E4 A OS=Homo sapiens OX=9606 GN=UBE4A PE=1 SV=2	0.011062703440546507	-0.01660740710446129	UBE4A	0.9885546249917962
sp|Q14141|SEPT6_HUMAN Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6 PE=1 SV=4	0.11183619206664142	-0.05045397808844854	SEPTIN6	0.9656324220501472
sp|Q14145|KEAP1_HUMAN Kelch-like ECH-associated protein 1 OS=Homo sapiens OX=9606 GN=KEAP1 PE=1 SV=2	0.3489124521731937	-0.1785596740578026	KEAP1	0.8835846898198758
sp|Q14146|URB2_HUMAN Unhealthy ribosome biogenesis protein 2 homolog OS=Homo sapiens OX=9606 GN=URB2 PE=1 SV=2	0.20052086894002022	0.10312032745547506	URB2	1.0740940523083566
sp|Q14151|SAFB2_HUMAN Scaffold attachment factor B2 OS=Homo sapiens OX=9606 GN=SAFB2 PE=1 SV=1	0.17666710428807317	0.03062716993579717	SAFB2	1.021456077684399
sp|Q14152|EIF3A_HUMAN Eukaryotic translation initiation factor 3 subunit A OS=Homo sapiens OX=9606 GN=EIF3A PE=1 SV=1	3.1056497154066562	-0.1645598486559443	EIF3A	0.8922006791060806
sp|Q14157|UBP2L_HUMAN Ubiquitin-associated protein 2-like OS=Homo sapiens OX=9606 GN=UBAP2L PE=1 SV=2	0.8217022513104891	-0.10988659735279571	UBAP2L	0.9266608989529599
sp|Q14160|SCRIB_HUMAN Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=4	0.30442460170640484	0.139739099861656	SCRIB	1.1017058629536534
sp|Q14161|GIT2_HUMAN ARF GTPase-activating protein GIT2 OS=Homo sapiens OX=9606 GN=GIT2 PE=1 SV=2	0.6805133026977918	-0.23012231727760613	GIT2	0.8525626051413425
sp|Q14165|MLEC_HUMAN Malectin OS=Homo sapiens OX=9606 GN=MLEC PE=1 SV=1	0.39751721818631797	0.14825973234144074	MLEC	1.1082318479224411
sp|Q14166|TTL12_HUMAN Tubulin--tyrosine ligase-like protein 12 OS=Homo sapiens OX=9606 GN=TTLL12 PE=1 SV=2	0.6329986200287737	-0.4010319894036096	TTLL12	0.7573163655001842
sp|Q14181|DPOA2_HUMAN DNA polymerase alpha subunit B OS=Homo sapiens OX=9606 GN=POLA2 PE=1 SV=2	0.43486150725804856	-0.18923044338713146	POLA2	0.8770734415640417
sp|Q14192|FHL2_HUMAN Four and a half LIM domains protein 2 OS=Homo sapiens OX=9606 GN=FHL2 PE=1 SV=3	0.7331406537353669	-0.37092388690289646	FHL2	0.7732871331359209
sp|Q14195|DPYL3_HUMAN Dihydropyrimidinase-related protein 3 OS=Homo sapiens OX=9606 GN=DPYSL3 PE=1 SV=1	1.8076708011794915	-0.3956377988560135	DPYSL3	0.7601532473337602
sp|Q14197|ICT1_HUMAN Peptidyl-tRNA hydrolase ICT1, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL58 PE=1 SV=1	0.5945113695302686	0.32604163285787646	MRPL58	1.2535691950400525
sp|Q14201|BTG3_HUMAN Protein BTG3 OS=Homo sapiens OX=9606 GN=BTG3 PE=1 SV=3	0.760879149960753	-0.03441817290634952	BTG3	0.9764254657748583
sp|Q14203|DCTN1_HUMAN Dynactin subunit 1 OS=Homo sapiens OX=9606 GN=DCTN1 PE=1 SV=3	1.7456519194659907	-0.36740256879165345	DCTN1	0.7751768712585856
sp|Q14204|DYHC1_HUMAN Cytoplasmic dynein 1 heavy chain 1 OS=Homo sapiens OX=9606 GN=DYNC1H1 PE=1 SV=5	2.918769262276242	-0.1799951222820414	DYNC1H1	0.8827059806937433
sp|Q14232|EI2BA_HUMAN Translation initiation factor eIF-2B subunit alpha OS=Homo sapiens OX=9606 GN=EIF2B1 PE=1 SV=1	0.5164023874564632	-0.20516016112436813	EIF2B1	0.8674423824893671
sp|Q14240|IF4A2_HUMAN Eukaryotic initiation factor 4A-II OS=Homo sapiens OX=9606 GN=EIF4A2 PE=1 SV=2	0.9747149898788452	-0.14892404306586915	EIF4A2	0.9019228627709367
sp|Q14241|ELOA1_HUMAN Elongin-A OS=Homo sapiens OX=9606 GN=ELOA PE=1 SV=2	0.6608347513490798	0.1800822781923629	ELOA	1.1329484965224401
sp|Q14247|SRC8_HUMAN Src substrate cortactin OS=Homo sapiens OX=9606 GN=CTTN PE=1 SV=2	0.01000547262641295	0.003314003201738913	CTTN	1.0022997323127363
sp|Q14254|FLOT2_HUMAN Flotillin-2 OS=Homo sapiens OX=9606 GN=FLOT2 PE=1 SV=2	1.6535503361093546	0.3633666146310208	FLOT2	1.2864243453484883
sp|Q14257|RCN2_HUMAN Reticulocalbin-2 OS=Homo sapiens OX=9606 GN=RCN2 PE=1 SV=1	0.3369283718090495	0.041060534658491576	RCN2	1.028869877779291
sp|Q14258|TRI25_HUMAN E3 ubiquitin/ISG15 ligase TRIM25 OS=Homo sapiens OX=9606 GN=TRIM25 PE=1 SV=2	4.278988093673313	0.7437800053959711	TRIM25	1.674557604535884
sp|Q14315|FLNC_HUMAN Filamin-C OS=Homo sapiens OX=9606 GN=FLNC PE=1 SV=3	1.019653825818034	0.07507673679417337	FLNC	1.0534170656052222
sp|Q14318|FKBP8_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Homo sapiens OX=9606 GN=FKBP8 PE=1 SV=2	0.44766719887978473	0.1976440167647795	FKBP8	1.146824011890113
sp|Q14320|FA50A_HUMAN Protein FAM50A OS=Homo sapiens OX=9606 GN=FAM50A PE=1 SV=2	0.2676341859935534	-0.15466366903604312	FAM50A	0.898341776071157
sp|Q14331|FRG1_HUMAN Protein FRG1 OS=Homo sapiens OX=9606 GN=FRG1 PE=1 SV=1	0.4920187883802085	0.18904940497912476	FRG1	1.1400123116576897
sp|Q14332|FZD2_HUMAN Frizzled-2 OS=Homo sapiens OX=9606 GN=FZD2 PE=1 SV=1	1.154771921040344	0.4215214465888918	FZD2	1.3393392592589297
sp|Q14344|GNA13_HUMAN Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens OX=9606 GN=GNA13 PE=1 SV=2	0.62900167570833	-0.43151759699037145	GNA13	0.7414813972502101
sp|Q14376|GALE_HUMAN UDP-glucose 4-epimerase OS=Homo sapiens OX=9606 GN=GALE PE=1 SV=2	0.09340172412754622	0.02120033678855937	GALE	1.014803455327752
sp|Q14435|GALT3_HUMAN Polypeptide N-acetylgalactosaminyltransferase 3 OS=Homo sapiens OX=9606 GN=GALNT3 PE=1 SV=2	0.7648862170989938	0.2617972928520702	GALNT3	1.1989714394087077
sp|Q14444|CAPR1_HUMAN Caprin-1 OS=Homo sapiens OX=9606 GN=CAPRIN1 PE=1 SV=2	2.200577721530439	-0.22786365167872336	CAPRIN1	0.8538984120509321
sp|Q14457|BECN1_HUMAN Beclin-1 OS=Homo sapiens OX=9606 GN=BECN1 PE=1 SV=2	0.4983193993338333	-0.0955533952987686	BECN1	0.9359131768859098
sp|Q14498|RBM39_HUMAN RNA-binding protein 39 OS=Homo sapiens OX=9606 GN=RBM39 PE=1 SV=2	0.8794228447556582	-0.13929337494558947	RBM39	0.9079637626852148
sp|Q14527|HLTF_HUMAN Helicase-like transcription factor OS=Homo sapiens OX=9606 GN=HLTF PE=1 SV=2	0.03839784433427998	-0.04228283436210356	HLTF	0.9711170934115155
sp|Q14534|ERG1_HUMAN Squalene monooxygenase OS=Homo sapiens OX=9606 GN=SQLE PE=1 SV=3	0.03655513329004505	0.02614820153998143	SQLE	1.0182897986999768
sp|Q14554|PDIA5_HUMAN Protein disulfide-isomerase A5 OS=Homo sapiens OX=9606 GN=PDIA5 PE=1 SV=1	0.5854189886585791	-0.26980718461705566	PDIA5	0.8294303913135928
sp|Q14558|KPRA_HUMAN Phosphoribosyl pyrophosphate synthase-associated protein 1 OS=Homo sapiens OX=9606 GN=PRPSAP1 PE=1 SV=2	0.21304237487985733	-0.10562670868695889	PRPSAP1	0.9294011217986213
sp|Q14562|DHX8_HUMAN ATP-dependent RNA helicase DHX8 OS=Homo sapiens OX=9606 GN=DHX8 PE=1 SV=1	0.27985325797034477	-0.14274237874348983	DHX8	0.9057957160177568
sp|Q14563|SEM3A_HUMAN Semaphorin-3A OS=Homo sapiens OX=9606 GN=SEMA3A PE=1 SV=1	0.39685021292792727	-0.08678792735788687	SEMA3A	0.9416168697449587
sp|Q14566|MCM6_HUMAN DNA replication licensing factor MCM6 OS=Homo sapiens OX=9606 GN=MCM6 PE=1 SV=1	0.5229579200174925	-0.07171371345986521	MCM6	0.9515070734332787
sp|Q14651|PLSI_HUMAN Plastin-1 OS=Homo sapiens OX=9606 GN=PLS1 PE=1 SV=2	0.4932384362467216	-0.10530213836563374	PLS1	0.9296102373409005
sp|Q14669|TRIPC_HUMAN E3 ubiquitin-protein ligase TRIP12 OS=Homo sapiens OX=9606 GN=TRIP12 PE=1 SV=1	0.23145656543233112	0.05711423584603875	TRIP12	1.0403826431038894
sp|Q14671|PUM1_HUMAN Pumilio homolog 1 OS=Homo sapiens OX=9606 GN=PUM1 PE=1 SV=3	3.4210952586705408	-0.7303083096615572	PUM1	0.6027750846500123
sp|Q14676|MDC1_HUMAN Mediator of DNA damage checkpoint protein 1 OS=Homo sapiens OX=9606 GN=MDC1 PE=1 SV=3	0.19618458841417039	0.05404237924301347	MDC1	1.0381697663868588
sp|Q14677|EPN4_HUMAN Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1 PE=1 SV=1	0.04287576402375678	0.02374634144181953	CLINT1	1.016595916924112
sp|Q14683|SMC1A_HUMAN Structural maintenance of chromosomes protein 1A OS=Homo sapiens OX=9606 GN=SMC1A PE=1 SV=2	0.06992556419941806	0.014883461232851003	SMC1A	1.010369827013126
sp|Q14684|RRP1B_HUMAN Ribosomal RNA processing protein 1 homolog B OS=Homo sapiens OX=9606 GN=RRP1B PE=1 SV=3	0.4689317465092962	0.09807779481496615	RRP1B	1.070346413434882
sp|Q14690|RRP5_HUMAN Protein RRP5 homolog OS=Homo sapiens OX=9606 GN=PDCD11 PE=1 SV=3	0.2971241115608287	0.07073578025955568	PDCD11	1.050252179884636
sp|Q14691|PSF1_HUMAN DNA replication complex GINS protein PSF1 OS=Homo sapiens OX=9606 GN=GINS1 PE=1 SV=1	0.5038422909939618	-0.11558534795725711	GINS1	0.9230077407061226
sp|Q14692|BMS1_HUMAN Ribosome biogenesis protein BMS1 homolog OS=Homo sapiens OX=9606 GN=BMS1 PE=1 SV=1	0.265438154374431	-0.06362492025240864	BMS1	0.956856894645554
