category	term	number_of_genes	number_of_genes_in_background	ncbiTaxonId	inputGenes	preferredNames	p_value	fdr	description	-log10(fdr)	Enrichment	GO_score
Process	GO:0050789	79	11475	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,NECTIN2,TRIM21,PHC2,OASL,SP110,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,LPCAT1,NSMCE2,OGFR,DTX3L,ERAP1,FABP5,COX11,F2,NSD3,STAT2,WASHC5,OS9,BBX,HBA1,TRIM25,PARP10,LIMS2,EHD3,MX2,OAS2,SP100,JAK1,WARS,STAT1,XAF1,MPHOSPH8,CENPF,SLC30A1,QSOX1,DDR2,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ECE1,SKIV2L,CCDC22,HLA-C,DNAJC1,AGRN,ISG15,DDX58,GPR155,DNAJA4,KIF20A,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HLA-B,TAPBP,HELZ2,PARP14,SSBP1,ATP2C1,NR2C2	PSME2,PSMD10,OAS3,EIF2AK2,NMI,PVRL2,TRIM21,PHC2,OASL,SP110,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,LPCAT1,NSMCE2,OGFR,DTX3L,ERAP1,FABP5,COX11,F2,WHSC1L1,STAT2,KIAA0196,OS9,BBX,HBA1,TRIM25,PARP10,LIMS2,EHD3,MX2,OAS2,SP100,JAK1,WARS,STAT1,XAF1,MPHOSPH8,CENPF,SLC30A1,QSOX1,DDR2,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ECE1,SKIV2L,CCDC22,HLA-C,DNAJC1,AGRN,ISG15,DDX58,GPR155,DNAJA4,KIF20A,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HLA-B,TAPBP,HELZ2,PARP14,SSBP1,ATP2C1,NR2C2	3.44e-06	0.00071	Regulation of biological process	3.1487416512809245	0.14786632586232257	0.4655928590645728
Process	GO:0050688	6	81	9606	HERC5,PML,DTX3L,STAT1,IFIT1,DDX58	HERC5,PML,DTX3L,STAT1,IFIT1,DDX58	4.79e-06	0.00098	Regulation of defense response to virus	3.0087739243075053	1.179658160286174	3.5493247122656038
Process	GO:0050794	76	10932	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,NECTIN2,TRIM21,PHC2,OASL,SP110,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,LPCAT1,NSMCE2,OGFR,DTX3L,FABP5,COX11,F2,NSD3,STAT2,WASHC5,OS9,BBX,HBA1,TRIM25,PARP10,LIMS2,EHD3,MX2,OAS2,SP100,JAK1,WARS,STAT1,XAF1,MPHOSPH8,CENPF,SLC30A1,QSOX1,DDR2,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ECE1,CCDC22,HLA-C,DNAJC1,AGRN,ISG15,DDX58,GPR155,DNAJA4,KIF20A,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HLA-B,HELZ2,PARP14,SSBP1,ATP2C1,NR2C2	PSME2,PSMD10,OAS3,EIF2AK2,NMI,PVRL2,TRIM21,PHC2,OASL,SP110,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,LPCAT1,NSMCE2,OGFR,DTX3L,FABP5,COX11,F2,WHSC1L1,STAT2,KIAA0196,OS9,BBX,HBA1,TRIM25,PARP10,LIMS2,EHD3,MX2,OAS2,SP100,JAK1,WARS,STAT1,XAF1,MPHOSPH8,CENPF,SLC30A1,QSOX1,DDR2,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ECE1,CCDC22,HLA-C,DNAJC1,AGRN,ISG15,DDX58,GPR155,DNAJA4,KIF20A,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HLA-B,HELZ2,PARP14,SSBP1,ATP2C1,NR2C2	6.73e-06	0.0014	Regulation of cellular process	2.853871964321762	0.15210589804134822	0.4340907580281881
Process	GO:0061025	7	136	9606	NECTIN2,MX2,TAP1,TAP2,SAMD9,MX1,TAPBP	PVRL2,MX2,TAP1,TAP2,SAMD9,MX1,TAPBP	7.39e-06	0.0015	Membrane fusion	2.8239087409443187	1.0215510604252191	2.8847669688557143
Process	GO:0035455	4	23	9606	EIF2AK2,MX2,IFIT3,IFITM3	EIF2AK2,MX2,IFIT3,IFITM3	9.32e-06	0.0018	Response to interferon-alpha	2.744727494896694	1.5503240840915495	4.255217139606611
Process	GO:0010468	44	4813	9606	PSME2,PSMD10,EIF2AK2,NMI,TRIM21,PHC2,SP110,IFIH1,HERC5,PML,DTX3L,F2,NSD3,STAT2,BBX,TRIM25,PARP10,SP100,WARS,STAT1,MPHOSPH8,CENPF,DDR2,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,SKIV2L,CCDC22,DNAJC1,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,HLA-B,TAPBP,HELZ2,PARP14,NR2C2	PSME2,PSMD10,EIF2AK2,NMI,TRIM21,PHC2,SP110,IFIH1,HERC5,PML,DTX3L,F2,WHSC1L1,STAT2,BBX,TRIM25,PARP10,SP100,WARS,STAT1,MPHOSPH8,CENPF,DDR2,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,SKIV2L,CCDC22,DNAJC1,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,HLA-B,TAPBP,HELZ2,PARP14,NR2C2	9.99e-06	0.0019	Regulation of gene expression	2.721246399047171	0.2710287435900089	0.7375359925325907
Process	GO:1990668	3	6	9606	TAP1,TAP2,TAPBP	TAP1,TAP2,TAPBP	9.87e-06	0.0019	Vesicle fusion with endoplasmic reticulum-golgi intermediate compartment (ergic) membrane	2.721246399047171	2.008961933117199	5.4668804263180215
Process	GO:0009892	33	3124	9606	PSMD10,EIF2AK2,NMI,TRIM21,PHC2,IFIH1,HERC5,PML,LPCAT1,DTX3L,COX11,F2,OS9,TRIM25,PARP10,SP100,WARS,STAT1,MPHOSPH8,CENPF,QSOX1,IFI16,GBP1,EPHB2,SKIV2L,DNAJC1,ISG15,DDX58,IRF7,SERPINB7,HELZ2,PARP14,NR2C2	PSMD10,EIF2AK2,NMI,TRIM21,PHC2,IFIH1,HERC5,PML,LPCAT1,DTX3L,COX11,F2,OS9,TRIM25,PARP10,SP100,WARS,STAT1,MPHOSPH8,CENPF,QSOX1,IFI16,GBP1,EPHB2,SKIV2L,DNAJC1,ISG15,DDX58,IRF7,SERPINB7,HELZ2,PARP14,NR2C2	1.35e-05	0.0025	Negative regulation of metabolic process	2.6020599913279625	0.3337948434538047	0.8685542074627257
Process	GO:0001818	9	280	9606	NMI,IFIH1,HERC5,PML,F2,TRIM25,GBP1,ISG15,DDX58	NMI,IFIH1,HERC5,PML,F2,TRIM25,GBP1,ISG15,DDX58	1.42e-05	0.0026	Negative regulation of cytokine production	2.585026652029182	0.8170764068782856	2.112164288524608
Process	GO:0032727	4	26	9606	IFIH1,STAT1,DDX58,IRF7	IFIH1,STAT1,DDX58,IRF7	1.44e-05	0.0026	Positive regulation of interferon-alpha production	2.585026652029182	1.4970785721383244	3.8699880091593606
Process	GO:0045824	5	61	9606	NMI,SAMHD1,IFI16,HLA-B,PARP14	NMI,SAMHD1,IFI16,HLA-B,PARP14	1.95e-05	0.0035	Negative regulation of innate immune response	2.4559319556497243	1.2236320981064317	3.005157171698304
Process	GO:0019222	55	6948	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SP110,IFIH1,HERC5,PML,LPCAT1,NSMCE2,DTX3L,FABP5,COX11,F2,NSD3,STAT2,OS9,BBX,TRIM25,PARP10,OAS2,SP100,WARS,STAT1,MPHOSPH8,CENPF,QSOX1,DDR2,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ECE1,SKIV2L,CCDC22,DNAJC1,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,CALCOCO2,HLA-B,TAPBP,HELZ2,PARP14,NR2C2	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SP110,IFIH1,HERC5,PML,LPCAT1,NSMCE2,DTX3L,FABP5,COX11,F2,WHSC1L1,STAT2,OS9,BBX,TRIM25,PARP10,OAS2,SP100,WARS,STAT1,MPHOSPH8,CENPF,QSOX1,DDR2,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ECE1,SKIV2L,CCDC22,DNAJC1,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,CALCOCO2,HLA-B,TAPBP,HELZ2,PARP14,NR2C2	2.62e-05	0.0045	Regulation of metabolic process	2.3467874862246565	0.20849480850036275	0.48929300753145744
Process	GO:0035456	4	31	9606	STAT1,XAF1,IFI16,IFITM3	STAT1,XAF1,IFI16,IFITM3	2.7e-05	0.0045	Response to interferon-beta	2.3467874862246565	1.4206902262748697	3.33405804482354
Process	GO:0039528	3	9	9606	IFIH1,DDX58,IRF7	IFIH1,DDX58,IRF7	2.56e-05	0.0045	Cytoplasmic pattern recognition receptor signaling pathway in response to virus	2.3467874862246565	1.8328706740615175	4.301357961755721
Process	GO:0060700	3	9	9606	OAS3,OASL,OAS2	OAS3,OASL,OAS2	2.56e-05	0.0045	Regulation of ribonuclease activity	2.3467874862246565	1.8328706740615175	4.301357961755721
Process	GO:0065007	80	12171	9606	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,NECTIN2,TRIM21,PHC2,OASL,SP110,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,LPCAT1,NSMCE2,OGFR,DTX3L,ERAP1,FABP5,COX11,F2,NSD3,STAT2,WASHC5,OS9,BBX,HBA1,TRIM25,PARP10,LIMS2,EHD3,MX2,OAS2,SP100,JAK1,WARS,STAT1,XAF1,MPHOSPH8,CENPF,SLC30A1,QSOX1,DDR2,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ECE1,SKIV2L,CCDC22,HLA-C,DNAJC1,AGRN,ISG15,DDX58,GPR155,DNAJA4,KIF20A,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HLA-B,TAPBP,HELZ2,PARP14,SSBP1,ATP2C1,NR2C2	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,PVRL2,TRIM21,PHC2,OASL,SP110,LGALS3BP,SAMHD1,IFIH1,HERC5,PML,LPCAT1,NSMCE2,OGFR,DTX3L,ERAP1,FABP5,COX11,F2,WHSC1L1,STAT2,KIAA0196,OS9,BBX,HBA1,TRIM25,PARP10,LIMS2,EHD3,MX2,OAS2,SP100,JAK1,WARS,STAT1,XAF1,MPHOSPH8,CENPF,SLC30A1,QSOX1,DDR2,IFI16,MLLT11,GBP1,IFIT5,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,ECE1,SKIV2L,CCDC22,HLA-C,DNAJC1,AGRN,ISG15,DDX58,GPR155,DNAJA4,KIF20A,IRF7,SERPINB7,MX1,IFITM3,IFI35,SP140L,CALCOCO2,HLA-B,TAPBP,HELZ2,PARP14,SSBP1,ATP2C1,NR2C2	2.63e-05	0.0045	Biological regulation	2.3467874862246565	0.12775565334913497	0.29981536857420504
Process	GO:0002230	4	32	9606	PML,DTX3L,STAT1,DDX58	PML,DTX3L,STAT1,DDX58	3.02e-05	0.005	Positive regulation of defense response to virus by host	2.3010299956639813	1.4069019417892363	3.2373235690149333
Process	GO:0060759	7	175	9606	SAMHD1,IFIH1,JAK1,STAT1,DDX58,IRF7,PARP14	SAMHD1,IFIH1,JAK1,STAT1,DDX58,IRF7,PARP14	3.53e-05	0.0057	Regulation of response to cytokine stimulus	2.2441251443275085	0.9120519201091424	2.0467586468491104
Process	GO:0046596	4	35	9606	NECTIN2,TRIM21,TRIM25,IFITM3	PVRL2,TRIM21,TRIM25,IFITM3	4.17e-05	0.0067	Regulation of viral entry into host cell	2.1739251972991736	1.3679838757588667	2.9738946170111826
Process	GO:1902036	5	74	9606	PSME2,PSMD10,EIF2AK2,PSMB9,PSMB8	PSME2,PSMD10,EIF2AK2,PSMB9,PSMB8	4.67e-05	0.0074	Regulation of hematopoietic stem cell differentiation	2.1307682802690238	1.1397302133862226	2.428500986747609
Process	GO:0010605	30	2875	9606	PSMD10,EIF2AK2,NMI,TRIM21,PHC2,IFIH1,HERC5,PML,DTX3L,F2,OS9,TRIM25,PARP10,SP100,WARS,STAT1,MPHOSPH8,CENPF,IFI16,GBP1,EPHB2,SKIV2L,DNAJC1,ISG15,DDX58,IRF7,SERPINB7,HELZ2,PARP14,NR2C2	PSMD10,EIF2AK2,NMI,TRIM21,PHC2,IFIH1,HERC5,PML,DTX3L,F2,OS9,TRIM25,PARP10,SP100,WARS,STAT1,MPHOSPH8,CENPF,IFI16,GBP1,EPHB2,SKIV2L,DNAJC1,ISG15,DDX58,IRF7,SERPINB7,HELZ2,PARP14,NR2C2	5.01e-05	0.0079	Negative regulation of macromolecule metabolic process	2.1023729087095586	0.3284753344751931	0.690577644379957
Process	GO:0032269	16	1043	9606	PSMD10,EIF2AK2,TRIM21,PML,DTX3L,F2,OS9,PARP10,WARS,IFI16,GBP1,EPHB2,DNAJC1,ISG15,SERPINB7,PARP14	PSMD10,EIF2AK2,TRIM21,PML,DTX3L,F2,OS9,PARP10,WARS,IFI16,GBP1,EPHB2,DNAJC1,ISG15,SERPINB7,PARP14	6.56e-05	0.01	Negative regulation of cellular protein metabolic process	2.0	0.49582760301057394	0.9916552060211479
Process	GO:0032481	5	80	9606	IFIH1,STAT1,IFI16,DDX58,IRF7	IFIH1,STAT1,IFI16,DDX58,IRF7	6.64e-05	0.01	Positive regulation of type i interferon production	2.0	1.105871946125255	2.21174389225051
Process	GO:0060255	51	6407	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SP110,IFIH1,HERC5,PML,LPCAT1,NSMCE2,DTX3L,F2,NSD3,STAT2,OS9,BBX,TRIM25,PARP10,OAS2,SP100,WARS,STAT1,MPHOSPH8,CENPF,DDR2,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ECE1,SKIV2L,CCDC22,DNAJC1,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,HLA-B,TAPBP,HELZ2,PARP14,NR2C2	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SP110,IFIH1,HERC5,PML,LPCAT1,NSMCE2,DTX3L,F2,WHSC1L1,STAT2,OS9,BBX,TRIM25,PARP10,OAS2,SP100,WARS,STAT1,MPHOSPH8,CENPF,DDR2,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ECE1,SKIV2L,CCDC22,DNAJC1,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,SP140L,HLA-B,TAPBP,HELZ2,PARP14,NR2C2	6.43e-05	0.01	Regulation of macromolecule metabolic process	2.0	0.21090738088725572	0.42181476177451144
Process	GO:0031323	50	6239	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SP110,HERC5,PML,LPCAT1,NSMCE2,DTX3L,FABP5,COX11,F2,NSD3,STAT2,OS9,BBX,TRIM25,PARP10,OAS2,SP100,WARS,STAT1,MPHOSPH8,CENPF,QSOX1,DDR2,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ECE1,CCDC22,DNAJC1,AGRN,ISG15,DDX58,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14,NR2C2	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SP110,HERC5,PML,LPCAT1,NSMCE2,DTX3L,FABP5,COX11,F2,WHSC1L1,STAT2,OS9,BBX,TRIM25,PARP10,OAS2,SP100,WARS,STAT1,MPHOSPH8,CENPF,QSOX1,DDR2,IFI16,MLLT11,GBP1,EPHB2,PSMB9,PSMB8,ECE1,CCDC22,DNAJC1,AGRN,ISG15,DDX58,IRF7,SERPINB7,SP140L,CALCOCO2,HELZ2,PARP14,NR2C2	6.84e-05	0.0102	Regulation of cellular metabolic process	1.9913998282380825	0.2138469474868355	0.42585477449452247
Process	GO:0007165	42	4876	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,LGALS3BP,SAMHD1,IFIH1,PML,OGFR,DTX3L,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,DDR2,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35,HLA-B,NR2C2	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,LGALS3BP,SAMHD1,IFIH1,PML,OGFR,DTX3L,F2,STAT2,TRIM25,MX2,OAS2,SP100,JAK1,STAT1,XAF1,DDR2,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35,HLA-B,NR2C2	8.25e-05	0.012	Signal transduction	1.9208187539523751	0.24517752223273614	0.470941582752215
Process	GO:0048518	49	6112	9606	PSME2,PSMD10,EIF2AK2,NMI,NECTIN2,TRIM21,IFIH1,PML,LPCAT1,NSMCE2,DTX3L,ERAP1,FABP5,F2,NSD3,STAT2,WASHC5,HBA1,TRIM25,LIMS2,EHD3,SP100,JAK1,WARS,STAT1,MPHOSPH8,DDR2,IFI16,MLLT11,IFIT5,IFIT1,EPHB2,PSMB9,PSMB8,ECE1,CCDC22,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,CALCOCO2,HLA-B,HELZ2,PARP14,SSBP1,ATP2C1,NR2C2	PSME2,PSMD10,EIF2AK2,NMI,PVRL2,TRIM21,IFIH1,PML,LPCAT1,NSMCE2,DTX3L,ERAP1,FABP5,F2,WHSC1L1,STAT2,KIAA0196,HBA1,TRIM25,LIMS2,EHD3,SP100,JAK1,WARS,STAT1,MPHOSPH8,DDR2,IFI16,MLLT11,IFIT5,IFIT1,EPHB2,PSMB9,PSMB8,ECE1,CCDC22,AGRN,ISG15,DDX58,DNAJA4,IRF7,SERPINB7,CALCOCO2,HLA-B,HELZ2,PARP14,SSBP1,ATP2C1,NR2C2	8.72e-05	0.0126	Positive regulation of biological process	1.899629454882437	0.21400466324206008	0.4065295617768141
Process	GO:2000026	24	2096	9606	PSME2,PSMD10,EIF2AK2,PML,ERAP1,F2,WASHC5,LIMS2,OAS2,SP100,JAK1,WARS,STAT1,CENPF,DDR2,EPHB2,PSMB9,PSMB8,AGRN,ISG15,IRF7,SERPINB7,HLA-B,NR2C2	PSME2,PSMD10,EIF2AK2,PML,ERAP1,F2,KIAA0196,LIMS2,OAS2,SP100,JAK1,WARS,STAT1,CENPF,DDR2,EPHB2,PSMB9,PSMB8,AGRN,ISG15,IRF7,SERPINB7,HLA-B,NR2C2	8.83e-05	0.0126	Regulation of multicellular organismal development	1.899629454882437	0.36881189218109695	0.7006059336981374
Process	GO:0030162	13	747	9606	PSME2,PSMD10,TRIM21,PML,NSMCE2,F2,OS9,IFI16,PSMB9,PSMB8,CCDC22,DNAJC1,SERPINB7	PSME2,PSMD10,TRIM21,PML,NSMCE2,F2,OS9,IFI16,PSMB9,PSMB8,CCDC22,DNAJC1,SERPINB7	0.0001	0.0139	Regulation of proteolysis	1.856985199745905	0.550614679272618	1.02248331017209
Process	GO:0045089	7	208	9606	PSME2,PSMD10,NECTIN2,IFI16,PSMB9,PSMB8,IRF7	PSME2,PSMD10,PVRL2,IFI16,PSMB9,PSMB8,IRF7	0.0001	0.0139	Positive regulation of innate immune response	1.856985199745905	0.8370266338326753	1.554346070820413
Process	GO:0071360	3	17	9606	IFIH1,IFIT1,DDX58	IFIH1,IFIT1,DDX58	0.00013	0.0172	Cellular response to exogenous dsrna	1.764471553092451	1.5566642621225686	2.746689808230923
Process	GO:1902187	3	17	9606	TRIM21,PML,TRIM25	TRIM21,PML,TRIM25	0.00013	0.0172	Negative regulation of viral release from host cell	1.764471553092451	1.5566642621225686	2.746689808230923
Process	GO:0010629	23	2014	9606	PSMD10,EIF2AK2,NMI,PHC2,IFIH1,HERC5,PML,F2,TRIM25,PARP10,SP100,STAT1,MPHOSPH8,CENPF,IFI16,GBP1,SKIV2L,ISG15,DDX58,IRF7,HELZ2,PARP14,NR2C2	PSMD10,EIF2AK2,NMI,PHC2,IFIH1,HERC5,PML,F2,TRIM25,PARP10,SP100,STAT1,MPHOSPH8,CENPF,IFI16,GBP1,SKIV2L,ISG15,DDX58,IRF7,HELZ2,PARP14,NR2C2	0.00013	0.0175	Negative regulation of gene expression	1.7569619513137056	0.36766029858117366	0.6459651556157585
Process	GO:0044248	21	1758	9606	PCK2,PSME2,PSMD10,SAMHD1,PML,DTX3L,ERAP1,FABP5,OS9,HBA1,TRIM25,OAS2,DNAJB12,IFI16,PSMB9,PSMB8,ECE1,SKIV2L,ISG15,CALCOCO2,HELZ2	PCK2,PSME2,PSMD10,SAMHD1,PML,DTX3L,ERAP1,FABP5,OS9,HBA1,TRIM25,OAS2,DNAJB12,IFI16,PSMB9,PSMB8,ECE1,SKIV2L,ISG15,CALCOCO2,HELZ2	0.00015	0.0195	Cellular catabolic process	1.709965388637482	0.3871923527773462	0.6620855219943758
Process	GO:0045185	5	97	9606	PSMD10,PML,OS9,SP100,CCDC22	PSMD10,PML,OS9,SP100,CCDC22	0.00016	0.0201	Maintenance of protein location	1.6968039425795112	1.0221901988509539	1.734456359476433
Process	GO:0006508	17	1256	9606	PSME2,PSMD10,LAP3,IFIH1,PML,DTX3L,ERAP1,F2,OS9,TRIM25,DNAJB12,IFI16,PSMB9,PSMB8,ECE1,ISG15,DDX58	PSME2,PSMD10,LAP3,IFIH1,PML,DTX3L,ERAP1,F2,OS9,TRIM25,DNAJB12,IFI16,PSMB9,PSMB8,ECE1,ISG15,DDX58	0.00017	0.0215	Proteolysis	1.6675615400843946	0.44145121075827654	0.7361470608841922
Process	GO:0032648	4	52	9606	NMI,IFIH1,DDX58,IRF7	NMI,IFIH1,DDX58,IRF7	0.00017	0.0218	Regulation of interferon-beta production	1.6615435063953952	1.1960485764743432	1.987286745574401
Process	GO:0051252	34	3722	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SP110,PML,DTX3L,NSD3,STAT2,BBX,TRIM25,PARP10,OAS2,SP100,STAT1,MPHOSPH8,CENPF,DDR2,IFI16,MLLT11,PSMB9,PSMB8,CCDC22,AGRN,DDX58,IRF7,SP140L,HELZ2,PARP14,NR2C2	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,PHC2,OASL,SP110,PML,DTX3L,WHSC1L1,STAT2,BBX,TRIM25,PARP10,OAS2,SP100,STAT1,MPHOSPH8,CENPF,DDR2,IFI16,MLLT11,PSMB9,PSMB8,CCDC22,AGRN,DDX58,IRF7,SP140L,HELZ2,PARP14,NR2C2	0.00019	0.0238	Regulation of rna metabolic process	1.623423042943488	0.2706944770286868	0.4394516516059069
Process	GO:0051716	50	6489	9606	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,LGALS3BP,SAMHD1,IFIH1,PML,NSMCE2,OGFR,DTX3L,F2,STAT2,OS9,HBA1,TRIM25,PARP10,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,DDR2,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35,HLA-B,NR2C2	PCK2,PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,LGALS3BP,SAMHD1,IFIH1,PML,NSMCE2,OGFR,DTX3L,F2,STAT2,OS9,HBA1,TRIM25,PARP10,MX2,OAS2,SP100,JAK1,DNAJB12,GRAMD1C,STAT1,XAF1,COL6A1,DDR2,IFI16,MLLT11,GBP1,IFIT1,IFIT3,EPHB2,PSMB9,PSMB8,HLA-C,AGRN,ISG15,DDX58,GPR155,IRF7,MX1,IFITM3,IFI35,HLA-B,NR2C2	0.0002	0.025	Cellular response to stimulus	1.6020599913279623	0.19678415895844487	0.3152600279944465
Process	GO:0032446	13	808	9606	PSME2,PSMD10,TRIM21,IFIH1,HERC5,PML,NSMCE2,DTX3L,OS9,TRIM25,PSMB9,PSMB8,CCDC22	PSME2,PSMD10,TRIM21,IFIH1,HERC5,PML,NSMCE2,DTX3L,OS9,TRIM25,PSMB9,PSMB8,CCDC22	0.00022	0.0261	Protein modification by small protein conjugation	1.583359492661719	0.5165239203134305	0.8178430524151155
Process	GO:0065009	41	4913	9606	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SP110,HERC5,PML,DTX3L,COX11,F2,NSD3,STAT2,BBX,TRIM25,PARP10,EHD3,OAS2,SP100,WARS,STAT1,SLC30A1,DDR2,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,CCDC22,DNAJC1,AGRN,DDX58,IRF7,SERPINB7,SP140L,HELZ2,PARP14,SSBP1,NR2C2	PSME2,PSMD10,OAS3,EIF2AK2,NMI,TRIM21,OASL,SP110,HERC5,PML,DTX3L,COX11,F2,WHSC1L1,STAT2,BBX,TRIM25,PARP10,EHD3,OAS2,SP100,WARS,STAT1,SLC30A1,DDR2,IFI16,IFIT1,EPHB2,PSMB9,PSMB8,CCDC22,DNAJC1,AGRN,DDX58,IRF7,SERPINB7,SP140L,HELZ2,PARP14,SSBP1,NR2C2	0.00022	0.0268	Regulation of molecular function	1.5718652059712113	0.23142902136609367	0.36377522633733067
Process	GO:0002486	2	3	9606	HLA-C,HLA-B	HLA-C,HLA-B	0.00024	0.029	Antigen processing and presentation of endogenous peptide antigen via mhc class i via er pathway, tap-independent	1.537602002101044	2.1339006697254987	3.2810899420546855
Process	GO:0034344	2	3	9606	IFIH1,DDX58	IFIH1,DDX58	0.00024	0.029	Regulation of type iii interferon production	1.537602002101044	2.1339006697254987	3.2810899420546855
Process	GO:0039530	2	3	9606	IFIH1,IRF7	IFIH1,IRF7	0.00024	0.029	MDA-5 signaling pathway	1.537602002101044	2.1339006697254987	3.2810899420546855
Process	GO:0043161	8	323	9606	PSME2,PSMD10,PML,OS9,TRIM25,DNAJB12,PSMB9,PSMB8	PSME2,PSMD10,PML,OS9,TRIM25,DNAJB12,PSMB9,PSMB8	0.00025	0.029	Proteasome-mediated ubiquitin-dependent protein catabolic process	1.537602002101044	0.7038793934420207	1.0822863645941194
Process	GO:0060760	4	58	9606	IFIH1,DDX58,IRF7,PARP14	IFIH1,DDX58,IRF7,PARP14	0.00026	0.029	Positive regulation of response to cytokine stimulus	1.537602002101044	1.148623926546205	1.7661264491186073
Process	GO:0048584	24	2257	9606	PSME2,PSMD10,EIF2AK2,NECTIN2,TRIM21,IFIH1,PML,DTX3L,FABP5,F2,TRIM25,LIMS2,IFI16,MLLT11,IFIT5,EPHB2,PSMB9,PSMB8,CCDC22,DDX58,IRF7,HLA-B,PARP14,ATP2C1	PSME2,PSMD10,EIF2AK2,PVRL2,TRIM21,IFIH1,PML,DTX3L,FABP5,F2,TRIM25,LIMS2,IFI16,MLLT11,IFIT5,EPHB2,PSMB9,PSMB8,CCDC22,DDX58,IRF7,HLA-B,PARP14,ATP2C1	0.00027	0.0302	Positive regulation of response to stimulus	1.5199930570428493	0.33667161141502394	0.5117385118542644
