Protein	log2(fold_change)	-log10(fdr_BH)	Gene
sp|Q12788|TBL3_HUMAN	-0.5360189671662324	2.162833161729915	TBL3
sp|Q15181|IPYR_HUMAN	-0.5203000617797071	2.162833161729915	PPA1
sp|O00625|PIR_HUMAN	-0.9401639220590764	2.156364880980306	PIR
sp|P42285|MTREX_HUMAN	-0.9563043699397316	2.133042369063696	MTREX
sp|Q695T7|S6A19_HUMAN	0.6328678252270501	2.129541742858635	SLC6A19
sp|Q9P289|STK26_HUMAN	-0.5663414749948045	2.127763610404352	STK26
sp|P51654|GPC3_HUMAN	-3.2884838078990675	2.116515582405752	GPC3
sp|Q9Y2Z9|COQ6_HUMAN	-6.977330661211868	2.116515582405752	COQ6
sp|Q9UHN6|CEIP2_HUMAN	-0.7707257986410505	2.11051681434198	CEMIP2
sp|P82930|RT34_HUMAN	-0.4264353235555213	2.106748046563871	MRPS34
sp|Q7L1Q6|BZW1_HUMAN	0.3400748430124405	2.0993707478319674	BZW1
sp|P04181|OAT_HUMAN	0.4563043889568246	2.094929975428492	OAT
sp|Q7L2E3|DHX30_HUMAN	-0.6110726652809728	2.087258761419701	DHX30
sp|Q99832|TCPH_HUMAN	-0.3907997080725154	2.087258761419701	CCT7
sp|P62249|RS16_HUMAN	-0.8856326928534529	2.0837471044266827	RPS16
sp|P05114|HMGN1_HUMAN	-0.8693996461266673	2.083618169424652	HMGN1
sp|Q13247|SRSF6_HUMAN	0.325460725934225	2.082626276444849	SRSF6
sp|O00566|MPP10_HUMAN	-0.4502095521101293	2.082626276444849	MPHOSPH10
sp|Q6YN16|HSDL2_HUMAN	0.5273989306278635	2.082626276444849	HSDL2
sp|P47897|SYQ_HUMAN	-0.547594405563101	2.0731254471826714	QARS
sp|P30044|PRDX5_HUMAN	0.5067681811252194	2.072975385215336	PRDX5
sp|Q14254|FLOT2_HUMAN	-0.6108341559793601	2.0719921072770253	FLOT2
sp|Q08043|ACTN3_HUMAN	-0.7514170585028475	2.0719921072770253	ACTN3
sp|P23434|GCSH_HUMAN	-0.7396119608693354	2.069848221221264	GCSH
sp|Q9BU76|MMTA2_HUMAN	-2.568192189279912	2.065784632467053	MMTAG2
sp|P51532|SMCA4_HUMAN	-1.1297504185123477	2.059259537385949	SMARCA4
sp|O00116|ADAS_HUMAN	-0.7073966600747212	2.05586149536709	AGPS
sp|Q9Y6D9|MD1L1_HUMAN	-0.6037522258494984	2.05586149536709	MAD1L1
sp|Q9UNE7|CHIP_HUMAN	-0.586542237863386	2.042712081173101	STUB1
sp|P52597|HNRPF_HUMAN	-0.2012125627711183	2.034096271586912	HNRNPF
sp|Q9BWF3|RBM4_HUMAN	-0.9022124761538488	2.0318952353549404	RBM4
sp|P18621|RL17_HUMAN	-0.5581469768806989	2.0185641579319333	RPL17
sp|P09651|ROA1_HUMAN	-0.820788918525489	2.009237041836593	HNRNPA1
sp|Q92896|GSLG1_HUMAN	-0.506346539736867	2.0017087909108047	GLG1
sp|P05455|LA_HUMAN	-0.4904493241317491	1.9980830061621515	SSB
sp|Q13243|SRSF5_HUMAN	0.4649248138387208	1.997146332554916	SRSF5
sp|P54819|KAD2_HUMAN	-0.4300386598922546	1.9950841675645712	AK2
sp|P18859|ATP5J_HUMAN	-0.5950850780368904	1.984636106385975	ATP5PF
sp|Q5H9R4|ARMX4_HUMAN	-0.5108756375843748	1.984636106385975	ARMCX4
sp|O75947|ATP5H_HUMAN	-0.5311462640706354	1.9843964207028	ATP5PD
sp|Q16540|RM23_HUMAN	-0.6535514303181456	1.9833162262221349	MRPL23
sp|Q9BSK4|FEM1A_HUMAN	0.6149845903788413	1.9761032237694625	FEM1A
sp|Q9UIK4|DAPK2_HUMAN	-0.6008765388950654	1.973073628828384	DAPK2
sp|P54105|ICLN_HUMAN	-1.2090180488978757	1.971957147600888	CLNS1A
sp|O75694|NU155_HUMAN	-0.5261371498243624	1.971414367668574	NUP155
sp|Q9Y2X3|NOP58_HUMAN	-0.546052338764636	1.969999732534082	NOP58
sp|Q07954|LRP1_HUMAN	0.5617220814949695	1.969896218642172	LRP1
sp|O43719|HTSF1_HUMAN	1.5371467794856797	1.960291467325859	HTATSF1
sp|P28838|AMPL_HUMAN	0.509960381661167	1.960291467325859	LAP3
sp|Q8NEV4|MYO3A_HUMAN	-0.844088880523946	1.95516824241484	MYO3A
sp|P18887|XRCC1_HUMAN	-0.6523695279033119	1.9538574884674091	XRCC1
sp|Q9NZ01|TECR_HUMAN	-1.1441044520169086	1.950340955103396	TECR
sp|Q15942|ZYX_HUMAN	0.6496210665292752	1.950340955103396	ZYX
sp|Q15311|RBP1_HUMAN	-0.4726714856997295	1.950340955103396	RALBP1
sp|Q63HQ2|EGFLA_HUMAN	-0.8490754176690711	1.9484120057295868	EGFLAM
sp|O75976|CBPD_HUMAN	-0.7632644224437702	1.9445213325875952	CPD
sp|P06744|G6PI_HUMAN	-0.5114882470341479	1.9445213325875952	GPI
sp|Q14258|TRI25_HUMAN	-0.6220710055371836	1.9445213325875952	TRIM25
sp|Q9P015|RM15_HUMAN	-0.5109220873906313	1.94022141575285	MRPL15
sp|P22392|NDKB_HUMAN	0.475298415544711	1.94022141575285	NME2
sp|Q8WU90|ZC3HF_HUMAN	-0.5113733070118252	1.938528189256484	ZC3H15
sp|Q9Y3S1|WNK2_HUMAN	0.9331812834198976	1.9264745683692304	WNK2
sp|Q86UP2|KTN1_HUMAN	-0.5687551485951394	1.9260827830823304	KTN1
sp|Q9BVC6|TM109_HUMAN	-0.6154567250702416	1.9242880027725064	TMEM109
sp|Q15050|RRS1_HUMAN	-0.7064409642654558	1.9238512594962476	RRS1
sp|P35637|FUS_HUMAN	-0.7544246171229472	1.9238512594962476	FUS
sp|P45880|VDAC2_HUMAN	0.4036306366421568	1.9203719370570007	VDAC2
sp|Q9UBE0|SAE1_HUMAN	-0.8253445509576569	1.9203719370570007	SAE1
sp|P52434|RPAB3_HUMAN	0.4944272616642401	1.9200575707609355	POLR2H
sp|Q96DG6|CMBL_HUMAN	1.3094110824893377	1.908735302794853	CMBL
sp|Q14677|EPN4_HUMAN	0.6139517178846952	1.901185484179944	CLINT1
sp|P52179|MYOM1_HUMAN	-0.493210421150023	1.8798479599741933	MYOM1
sp|Q29963|1C06_HUMAN	0.7429687745086249	1.8798479599741933	HLA-C
sp|Q92830|KAT2A_HUMAN	-0.7266215974902976	1.8796115392485049	KAT2A
sp|Q12756|KIF1A_HUMAN	-0.7014216972475159	1.8770543233881891	KIF1A
sp|P78344|IF4G2_HUMAN	-0.4513247283541607	1.8585962648207448	EIF4G2
sp|O75146|HIP1R_HUMAN	0.8470249322425312	1.8577549762660093	HIP1R
sp|P04264|K2C1_HUMAN	-0.8533420987825879	1.8577549762660093	KRT1
sp|P28288|ABCD3_HUMAN	-0.9044073776951556	1.8577549762660093	ABCD3
sp|Q9H0D6|XRN2_HUMAN	-0.6391292486730656	1.8570881391376917	XRN2
sp|P09525|ANXA4_HUMAN	1.7432861321472308	1.8570881391376917	ANXA4
sp|Q96PZ0|PUS7_HUMAN	-0.738289754964507	1.8509613302497443	PUS7
sp|Q8NHY3|GA2L2_HUMAN	-0.6511235609292857	1.8423122401027652	GAS2L2
sp|Q14203|DCTN1_HUMAN	-0.6927257642524913	1.8423122401027652	DCTN1
sp|Q5VZL5|ZMYM4_HUMAN	0.93304876061273	1.8423122401027652	ZMYM4
sp|P02649|APOE_HUMAN	0.5866847577269436	1.8410697416735615	APOE
sp|Q09666|AHNK_HUMAN	-0.6858132990722546	1.8410697416735615	AHNAK
sp|Q12972|PP1R8_HUMAN	-0.8697471312662769	1.8399390689042932	PPP1R8
sp|P82650|RT22_HUMAN	-0.6294947213506528	1.8381029028169296	MRPS22
sp|Q13308|PTK7_HUMAN	-0.5808976565871058	1.837709137928373	PTK7
sp|P41208|CETN2_HUMAN	1.0323854528452947	1.827564882156016	CETN2
sp|O95292|VAPB_HUMAN	-0.3667306505219743	1.8145273422430024	VAPB
sp|P62841|RS15_HUMAN	-0.5260815320286423	1.8129118892848384	RPS15
sp|P35606|COPB2_HUMAN	-0.5065997539722038	1.810438374276162	COPB2
sp|Q9H583|HEAT1_HUMAN	-0.5518695548022554	1.810438374276162	HEATR1
sp|Q9H1B7|I2BPL_HUMAN	-0.8128603612694082	1.8064905252822103	IRF2BPL
sp|P05141|ADT2_HUMAN	0.4141801710141398	1.8064905252822103	SLC25A5
sp|Q96A33|CCD47_HUMAN	-0.7312652999383225	1.805781562312218	CCDC47
sp|P49006|MRP_HUMAN	-0.7414042496507034	1.8056313491825289	MARCKSL1
sp|P46940|IQGA1_HUMAN	-0.3473217681944607	1.8043428178109728	IQGAP1
sp|Q5EB52|MEST_HUMAN	-0.7622201266098865	1.7999442046223897	MEST
sp|P49591|SYSC_HUMAN	0.4782092769166824	1.7995980719047595	SARS
sp|Q96AC1|FERM2_HUMAN	-0.9176224047079966	1.7825790356403974	FERMT2
sp|Q9Y5X2|SNX8_HUMAN	-0.4810243343187083	1.78010327606288	SNX8
sp|P13639|EF2_HUMAN	-0.3877308306505517	1.777427699862709	EEF2
sp|Q9NRX4|PHP14_HUMAN	0.8661459914297702	1.776735948504566	PHPT1
sp|P61353|RL27_HUMAN	-0.3028319017559701	1.776735948504566	RPL27
sp|O60832|DKC1_HUMAN	-0.4733028368219436	1.7671003488162094	DKC1
sp|Q9BUI4|RPC3_HUMAN	-0.4722311737771967	1.7671003488162094	POLR3C
sp|Q9UJM8|HAOX1_HUMAN	0.5786448969042598	1.7629244291973962	HAO1
sp|Q14624|ITIH4_HUMAN	-0.5490015696262182	1.7609430039727547	ITIH4
sp|Q8N0Y7|PGAM4_HUMAN	-0.4257502582829195	1.751166654406825	PGAM4
sp|O43776|SYNC_HUMAN	-0.6592169184868606	1.7436330041804462	NARS
sp|Q8IYB3|SRRM1_HUMAN	0.4214674171582454	1.7428500381431888	SRRM1
sp|Q07000|1C15_HUMAN	0.6082380616430623	1.737634803137989	HLA-C
sp|Q14764|MVP_HUMAN	-0.6284900438740568	1.7363092471194264	MVP
sp|Q86YW9|MD12L_HUMAN	-0.8842931227275067	1.732114970901916	MED12L
sp|P22059|OSBP1_HUMAN	-0.9675989950107592	1.7276859898592387	OSBP
sp|P43304|GPDM_HUMAN	-0.5285183634347241	1.7246575937949866	GPD2
sp|Q9BR76|COR1B_HUMAN	-0.9030998474671176	1.7246575937949866	CORO1B
sp|P09960|LKHA4_HUMAN	0.5855279568636675	1.7212027481971994	LTA4H
sp|P54136|SYRC_HUMAN	-0.4124130299849037	1.719852736905225	RARS
sp|O94776|MTA2_HUMAN	-0.4533164240680321	1.7146558457614618	MTA2
sp|Q99873|ANM1_HUMAN	-1.4922221298764105	1.711419233807554	PRMT1
sp|Q8N5K1|CISD2_HUMAN	-0.6275789362844943	1.7102285096295753	CISD2
sp|O00148|DX39A_HUMAN	-0.5016064925138998	1.7084084477632466	DDX39A
sp|O43290|SNUT1_HUMAN	-0.7468373755521368	1.7084084477632466	SART1
sp|P28799|GRN_HUMAN	1.2831341835609809	1.7044807719084218	GRN
sp|Q00535|CDK5_HUMAN	-0.5337034376461591	1.702455694405756	CDK5
sp|Q9H4A4|AMPB_HUMAN	0.6920308240806484	1.702455694405756	RNPEP
sp|P08670|VIME_HUMAN	-0.5381768547881572	1.6979467144190818	VIM
sp|Q4VC31|CCD58_HUMAN	-0.5774485096399532	1.6972288584275832	CCDC58
sp|Q9Y224|RTRAF_HUMAN	0.4203509052909948	1.6920928095969998	RTRAF
sp|P67936|TPM4_HUMAN	-0.3107104347385637	1.6868543567708378	TPM4
sp|Q8IVF2|AHNK2_HUMAN	-0.5840321983912462	1.6806238191222138	AHNAK2
sp|Q16698|DECR_HUMAN	0.6787579117606569	1.6805778405338352	DECR1
sp|P55769|NH2L1_HUMAN	-0.5917952454471507	1.677624989480235	SNU13
sp|Q15843|NEDD8_HUMAN	1.061613760488607	1.6764141429982578	NEDD8
sp|Q5TZA2|CROCC_HUMAN	0.6711407789758539	1.6717939839324247	CROCC
sp|P62995|TRA2B_HUMAN	-0.5442571666472715	1.6681835715034727	TRA2B
sp|Q31610|1B81_HUMAN	0.6371699718122095	1.665338895360081	HLA-B
sp|Q15031|SYLM_HUMAN	-0.6797534569560428	1.665338895360081	LARS2
sp|P35613|BASI_HUMAN	-0.4439347363978361	1.665338895360081	BSG
sp|Q8TDR2|STK35_HUMAN	-1.2479999523356298	1.6603707824206673	STK35
sp|P18085|ARF4_HUMAN	0.5714371668566367	1.656866006610876	ARF4
sp|Q00796|DHSO_HUMAN	-0.4180008599336715	1.6515571823685125	SORD
sp|O60763|USO1_HUMAN	0.4000402115183526	1.6509995289464932	USO1
sp|P12259|FA5_HUMAN	-0.6440157583156499	1.645834910134731	F5
sp|Q9NYF8|BCLF1_HUMAN	-0.400264475525568	1.6415890477332036	BCLAF1
sp|Q86VH2|KIF27_HUMAN	-0.8465263895714621	1.6397795210917332	KIF27
sp|Q96DV4|RM38_HUMAN	-0.4935587074119445	1.6392384726293117	MRPL38
sp|Q7Z3B4|NUP54_HUMAN	-0.4150482777476655	1.6382341547625865	NUP54
sp|Q9BTT0|AN32E_HUMAN	-0.6869372144466651	1.635363334994648	ANP32E
sp|P48147|PPCE_HUMAN	0.3237516615340223	1.634966132920848	PREP
sp|P49756|RBM25_HUMAN	-0.8177915267693469	1.6339787428865509	RBM25
sp|Q13427|PPIG_HUMAN	-0.9285399131218142	1.6339787428865509	PPIG
sp|Q9BW92|SYTM_HUMAN	-0.5186808110525909	1.6337669583058472	TARS2
sp|Q9H3P2|NELFA_HUMAN	-0.6036965178866909	1.6274086641351575	NELFA
sp|Q6NUK1|SCMC1_HUMAN	-0.4895810632697418	1.6249584476690278	SLC25A24
sp|Q9P2D1|CHD7_HUMAN	0.5079746672128818	1.6240463591553191	CHD7
sp|P50990|TCPQ_HUMAN	-0.3956499481130576	1.6228014801681652	CCT8
sp|P11310|ACADM_HUMAN	0.0407327807229713	1.6218085937098476	ACADM
sp|Q9BVI4|NOC4L_HUMAN	-1.088420069979818	1.613567470507412	NOC4L
sp|O75874|IDHC_HUMAN	-0.5322466718619301	1.6115046667513435	IDH1
sp|Q5JTH9|RRP12_HUMAN	-0.8386874788004086	1.6105484613008303	RRP12
sp|P56556|NDUA6_HUMAN	-0.6156162412572309	1.61026354765337	NDUFA6
sp|O60664|PLIN3_HUMAN	0.4810813019652016	1.6098503668861073	PLIN3
sp|P49792|RBP2_HUMAN	-0.6750897276708028	1.608948503609851	RANBP2
sp|Q13206|DDX10_HUMAN	-0.3318338970080635	1.605253734199218	DDX10
sp|P08134|RHOC_HUMAN	-0.4710188437765928	1.603255624080679	RHOC
sp|Q15020|SART3_HUMAN	-0.3722006548406732	1.5986129458656393	SART3
sp|Q9Y263|PLAP_HUMAN	-0.7956907618234068	1.5986129458656393	PLAA
sp|Q13404|UB2V1_HUMAN	-1.817534791682427	1.5974656247473884	UBE2V1
sp|P12532|KCRU_HUMAN	-0.6404479057277275	1.5922856470770237	CKMT1A
sp|P38936|CDN1A_HUMAN	0.4902076811845468	1.5922651747359244	CDKN1A
sp|P49418|AMPH_HUMAN	-0.35320469879001	1.5922651747359244	AMPH
sp|P29401|TKT_HUMAN	0.4428442269178229	1.5922651747359244	TKT
sp|P05161|ISG15_HUMAN	1.476448226929553	1.5919032548994967	ISG15
sp|P98179|RBM3_HUMAN	0.5148483495670406	1.5919032548994967	RBM3
sp|Q99988|GDF15_HUMAN	0.5802583929000199	1.5913770843790476	GDF15
sp|Q5T0D9|TPRGL_HUMAN	0.4461224084717615	1.5906169742982383	TPRG1L
sp|O00154|BACH_HUMAN	-0.5866982127502943	1.5844725976976095	ACOT7
sp|Q9BX68|HINT2_HUMAN	-0.5447233340607602	1.580697155467074	HINT2
sp|P33240|CSTF2_HUMAN	-0.5731880056878929	1.580697155467074	CSTF2
sp|Q9H0L4|CSTFT_HUMAN	-0.5700476677287784	1.580697155467074	CSTF2T
sp|Q9Y4Z0|LSM4_HUMAN	-0.6335602394996998	1.5794349942353765	LSM4
sp|O00161|SNP23_HUMAN	0.8091208885910988	1.5774552075899584	SNAP23
sp|P29317|EPHA2_HUMAN	-1.0900461584960313	1.5765187555091182	EPHA2
sp|P13804|ETFA_HUMAN	-0.4724973897723935	1.5700457782289128	ETFA
sp|O43504|LTOR5_HUMAN	1.0594279934540185	1.5629430832464497	LAMTOR5
sp|Q52LR7|EPC2_HUMAN	1.018989989916231	1.562657372993536	EPC2
sp|Q13951|PEBB_HUMAN	-1.4740450830393272	1.5618325728004896	CBFB
sp|O75717|WDHD1_HUMAN	-0.3736937539478551	1.5604486301904024	WDHD1
sp|Q9BTE1|DCTN5_HUMAN	-0.6013461789160828	1.5562974159783265	DCTN5
sp|Q16851|UGPA_HUMAN	0.9548370683779108	1.5562974159783265	UGP2
sp|Q96IZ7|RSRC1_HUMAN	-1.83361331748615	1.5562974159783265	RSRC1
sp|Q7L014|DDX46_HUMAN	-0.472467467226391	1.5562974159783265	DDX46
sp|P84103|SRSF3_HUMAN	-0.3865339491845613	1.5521968584001795	SRSF3
sp|P69891|HBG1_HUMAN	0.6301371242684798	1.5492318969564436	HBG1
sp|P68036|UB2L3_HUMAN	-0.5170430466268983	1.5490521736320475	UBE2L3
sp|Q02218|ODO1_HUMAN	-0.5111423870900926	1.5472424274758698	OGDH
sp|Q9NV31|IMP3_HUMAN	-0.5985210308992559	1.5472424274758698	IMP3
sp|Q9Y277|VDAC3_HUMAN	0.2696565570086747	1.5472424274758698	VDAC3
sp|Q96JM3|CHAP1_HUMAN	0.5357920045238733	1.5460766604487155	CHAMP1
sp|Q8TAE8|G45IP_HUMAN	-0.5489091020665096	1.5460766604487155	GADD45GIP1
sp|Q9C0B2|CFA74_HUMAN	-1.131426430692935	1.545114221779624	CFAP74
sp|Q9BYT8|NEUL_HUMAN	-0.804305184343969	1.545114221779624	NLN
sp|P41250|GARS_HUMAN	-0.5540233668713848	1.5413325470248336	GARS
sp|Q14165|MLEC_HUMAN	0.1582046889726024	1.5354057745401912	MLEC
sp|P49821|NDUV1_HUMAN	-0.1060349992199181	1.5354057745401912	NDUFV1
sp|Q15393|SF3B3_HUMAN	-0.445522883623383	1.5349027561901825	SF3B3
sp|P55786|PSA_HUMAN	-0.4054359003728245	1.5349027561901825	NPEPPS
sp|Q8N183|NDUF2_HUMAN	-0.717202627273064	1.5246607458079042	NDUFAF2
sp|O76031|CLPX_HUMAN	-1.8506113176123808	1.5242585476651438	CLPX
sp|P11766|ADHX_HUMAN	0.408539239024828	1.5201581780630604	ADH5
sp|Q00973|B4GN1_HUMAN	-0.3637849203995832	1.5155400277378972	B4GALNT1
sp|Q9C0B1|FTO_HUMAN	0.2403670239091504	1.5105332191765644	FTO
sp|O43617|TPPC3_HUMAN	0.4196699439194452	1.5105332191765644	TRAPPC3
sp|Q96LK8|SPT32_HUMAN	0.9358176955696922	1.5033238602668964	SPATA32
sp|Q9BV38|WDR18_HUMAN	-0.1336486871009682	1.499279866525763	WDR18
sp|Q9P0L0|VAPA_HUMAN	-0.4471251745325806	1.497075015985556	VAPA
sp|Q9NY93|DDX56_HUMAN	-0.587983512895123	1.4941601016603192	DDX56
sp|P0DN79|CBSL_HUMAN;sp|P35520|CBS_HUMAN	-0.6443125033639999	1.4933263157145953	CBSL
sp|Q9NQG5|RPR1B_HUMAN	0.3596637958709947	1.492986109672335	RPRD1B
sp|P17658|KCNA6_HUMAN	-0.3987696068081664	1.4875417894574685	KCNA6
sp|Q5T4T6|SYC2L_HUMAN	0.7020957336368394	1.486963875395978	SYCP2L
sp|Q8WW12|PCNP_HUMAN	0.5698516601520935	1.486908647764098	PCNP
sp|P05556|ITB1_HUMAN	-0.6553471797910584	1.486908647764098	ITGB1
sp|Q99439|CNN2_HUMAN	-0.220285077933957	1.486908647764098	CNN2
sp|Q16643|DREB_HUMAN	-0.5014835393063299	1.485733399307258	DBN1
sp|Q7L4I2|RSRC2_HUMAN	-0.9826592758531592	1.485733399307258	RSRC2
sp|Q96EU6|RRP36_HUMAN	-0.5812600054432889	1.474382530017896	RRP36
sp|Q9Y5J9|TIM8B_HUMAN	-1.5034840813807646	1.4712428360412408	TIMM8B
sp|Q6ZRP7|QSOX2_HUMAN	-0.603713788580218	1.465329971741176	QSOX2
sp|Q06520|ST2A1_HUMAN	-1.094725964965436	1.4617136712500394	SULT2A1
sp|P62851|RS25_HUMAN	-0.3978905747019662	1.4602980085691142	RPS25
sp|Q6S8J7|POTEA_HUMAN	-0.2701984845261222	1.457495877948065	POTEA
sp|Q96CW1|AP2M1_HUMAN	-0.5574558473080782	1.455734593820024	AP2M1
sp|O00303|EIF3F_HUMAN	-0.3742436314039442	1.4505699802762253	EIF3F
sp|Q9H8Y8|GORS2_HUMAN	-0.7811299119692754	1.4505699802762253	GORASP2
sp|P00338|LDHA_HUMAN	-0.5389398097541191	1.4505699802762253	LDHA
sp|Q9UNF1|MAGD2_HUMAN	-1.1424032954641563	1.4463833385519669	MAGED2
sp|Q3SY69|AL1L2_HUMAN	-0.6653282329164024	1.4434210483078451	ALDH1L2
sp|P45973|CBX5_HUMAN	-0.4188288115524421	1.4434210483078451	CBX5
sp|Q969V3|NCLN_HUMAN	-0.6435159804245635	1.442840912570481	NCLN
sp|Q9Y2Z4|SYYM_HUMAN	-0.5542805026081219	1.4425137796586205	YARS2
sp|Q96PC5|MIA2_HUMAN	-0.348099972423573	1.4400664261989	MIA2
sp|P16615|AT2A2_HUMAN	-0.3786195609259477	1.4400664261989	ATP2A2
sp|P07686|HEXB_HUMAN	0.6436882155793389	1.4301028727681944	HEXB
sp|Q02543|RL18A_HUMAN	-0.3375783878919087	1.4271855321936089	RPL18A
sp|Q12874|SF3A3_HUMAN	-0.6091048496141531	1.4149699209646458	SF3A3
sp|P37268|FDFT_HUMAN	0.9729812597256746	1.4108940389622502	FDFT1
sp|Q16836|HCDH_HUMAN	-0.4674881394847877	1.4108197463492758	HADH
sp|Q7L9L4|MOB1B_HUMAN;sp|Q9H8S9|MOB1A_HUMAN	0.5745060258477626	1.4104622408547065	MOB1B
sp|Q00325|MPCP_HUMAN	0.5916712744858055	1.4044843439502672	SLC25A3
sp|O75915|PRAF3_HUMAN	0.6357475056463012	1.403891504572235	ARL6IP5
sp|Q9NVJ2|ARL8B_HUMAN	0.4015624467036303	1.4036205085344222	ARL8B
sp|O95747|OXSR1_HUMAN	0.8061199893615059	1.403198921814926	OXSR1
sp|O75844|FACE1_HUMAN	-0.7135707303459302	1.3987312333258974	ZMPSTE24
sp|Q9BTW9|TBCD_HUMAN	-1.128725644768071	1.3969681552271198	TBCD
sp|P29353|SHC1_HUMAN	0.6442482560500548	1.3969681552271198	SHC1
sp|Q9NYB9|ABI2_HUMAN	-0.554316981302468	1.3960140023636618	ABI2
sp|P04637|P53_HUMAN	0.6505184344869874	1.3942942746257725	TP53
sp|Q92804|RBP56_HUMAN	0.3253063501008525	1.3912772058992338	TAF15
sp|P55145|MANF_HUMAN	-0.5599180465612699	1.3907092599199768	MANF
sp|Q6IBS0|TWF2_HUMAN	-0.4935789869117711	1.388207936788646	TWF2
sp|P09429|HMGB1_HUMAN	-0.9585390765650562	1.3867112026864616	HMGB1
sp|P48668|K2C6C_HUMAN	-0.4438677595151829	1.3802660727331473	KRT6C
sp|Q14257|RCN2_HUMAN	-0.5012852973984963	1.3802660727331473	RCN2
sp|O00541|PESC_HUMAN	-0.6669176116172835	1.3771031323341176	PES1
sp|Q99653|CHP1_HUMAN	-0.6400873428905379	1.3755729597456037	CHP1
sp|Q01167|FOXK2_HUMAN	0.3033600430033661	1.371076917460476	FOXK2
sp|Q13501|SQSTM_HUMAN	0.68524085777418	1.3660093181987605	SQSTM1
sp|P07099|HYEP_HUMAN	0.5724726345198687	1.3649219781905448	EPHX1
sp|Q16204|CCDC6_HUMAN	-0.2440769661972694	1.364647672966416	CCDC6
sp|Q7Z6G8|ANS1B_HUMAN	-1.0526098029048685	1.360555852635837	ANKS1B
sp|P08133|ANXA6_HUMAN	-0.3914512032060392	1.3602280774356157	ANXA6
sp|P60842|IF4A1_HUMAN	0.6190817279581703	1.3590243319761846	EIF4A1
sp|Q08752|PPID_HUMAN	-0.3600506326904179	1.35894095577712	PPID
sp|P46926|GNPI1_HUMAN	0.3562707939586703	1.3582987916461622	GNPDA1
sp|P62280|RS11_HUMAN	-0.7769796618842026	1.355866520469469	RPS11
sp|Q16566|KCC4_HUMAN	-1.0875683533974143	1.3524142288598593	CAMK4
sp|Q9Y676|RT18B_HUMAN	-0.5380721912328419	1.349579952356571	MRPS18B
sp|P60891|PRPS1_HUMAN	-0.4699543778862518	1.3486584652143492	PRPS1
sp|Q9Y3B7|RM11_HUMAN	-0.5174404021157154	1.346990552328948	MRPL11
sp|Q9UJ70|NAGK_HUMAN	1.0354486691308105	1.345298155671862	NAGK
sp|P02675|FIBB_HUMAN	1.3890172881879017	1.3452179183515676	FGB
sp|P38919|IF4A3_HUMAN	-0.4448104525227411	1.340164122963473	EIF4A3
sp|Q9Y255|PRLD1_HUMAN	-0.4087704009784525	1.3401122801540282	PRELID1
sp|O43824|GTPB6_HUMAN	-0.5447888513628362	1.33682072738674	GTPBP6
sp|Q8TED0|UTP15_HUMAN	0.6163530707563549	1.3368044209474907	UTP15
sp|Q8WVX9|FACR1_HUMAN	-0.5645748197533224	1.332600287458957	FAR1
sp|Q9H9B4|SFXN1_HUMAN	0.4512101270988434	1.3308669034507796	SFXN1
sp|P42766|RL35_HUMAN	-0.6656478212460787	1.3308669034507796	RPL35
sp|Q92520|FAM3C_HUMAN	-0.5439621984965426	1.327037420728952	FAM3C
sp|Q9NX46|ARHL2_HUMAN	0.469939979599827	1.324201874752399	ADPRHL2
sp|Q9UBC2|EP15R_HUMAN	-0.5617610472609217	1.322856182046798	EPS15L1
sp|Q13123|RED_HUMAN	-0.6798204430698047	1.3185626094698897	IK
sp|Q9Y222|DMTF1_HUMAN	-0.0011037452704828	1.3181875295060663	DMTF1
sp|P52209|6PGD_HUMAN	-0.4189481462428703	1.3171763926983815	PGD
sp|G2XKQ0|SUMO5_HUMAN	-0.3147755124357863	1.31543425563259	SUMO1P1
sp|O94788|AL1A2_HUMAN	-0.5089412784034482	1.31543425563259	ALDH1A2
sp|O75306|NDUS2_HUMAN	-0.6478877961429919	1.31543425563259	NDUFS2
sp|Q9Y281|COF2_HUMAN	0.3495534268184558	1.3151012940659663	CFL2
sp|O96019|ACL6A_HUMAN	-0.7243602814560788	1.313463725275659	ACTL6A
sp|P23919|KTHY_HUMAN	-0.3371034796585869	1.31247225310531	DTYMK
sp|Q9P2E9|RRBP1_HUMAN	-0.5937828442546915	1.3107674430179597	RRBP1
sp|P39880|CUX1_HUMAN	0.5111464554339502	1.3076909675660102	CUX1
sp|P62269|RS18_HUMAN	-0.3985003366890401	1.3050832472883225	RPS18
sp|P54886|P5CS_HUMAN	-0.4690819170246811	1.3049699654776414	ALDH18A1
sp|P67775|PP2AA_HUMAN	-0.615657417821847	1.3024324041457789	PPP2CA
sp|P78330|SERB_HUMAN	0.5192002608145123	1.3024324041457789	PSPH
sp|Q9Y3B4|SF3B6_HUMAN	-0.6620674596859135	1.30198280130354	SF3B6
sp|Q92621|NU205_HUMAN	-1.4488613633426288	1.3005501781748423	NUP205
sp|P26639|SYTC_HUMAN	0.5266869356899454	1.3005501781748423	TARS
sp|Q9NXB9|ELOV2_HUMAN	1.1449435012332163	1.2982290210759373	ELOVL2
sp|Q8N4C6|NIN_HUMAN	-0.4994017023276046	1.296497333578003	NIN
sp|Q13177|PAK2_HUMAN	-0.3770661566808654	1.296497333578003	PAK2
sp|Q16543|CDC37_HUMAN	-0.4476228870516365	1.2962662741527826	CDC37
